,timestamp,Close,Open,Low,High,Volume
0,2018-09-12,6.599999904632568,6.0,5.349999904632568,6.929999828338623,66849000
1,2018-09-13,11.600000381469727,6.619999885559082,6.519999980926514,12.6899995803833,158346500
2,2018-09-14,9.899999618530273,12.65999984741211,9.220000267028809,13.800000190734863,172473600
3,2018-09-17,8.5,9.609999656677246,8.5,9.75,56323900
4,2018-09-18,7.679999828338623,8.729999542236328,7.670000076293945,9.100000381469727,41827600
5,2018-09-19,8.5,7.880000114440918,7.539999961853027,9.149999618530273,48306500
6,2018-09-20,8.779999732971191,9.069999694824219,8.420000076293945,9.470000267028809,40275000
7,2018-09-21,8.59000015258789,9.050000190734863,8.5,9.069999694824219,15118500
8,2018-09-24,7.869999885559082,8.319999694824219,7.849999904632568,8.390000343322754,16297900
9,2018-09-25,7.579999923706055,8.0600004196167,7.5,8.1899995803833,18909300
10,2018-09-26,7.5,7.590000152587891,7.5,7.760000228881836,11088300
11,2018-09-27,7.010000228881836,7.550000190734863,7.010000228881836,7.550000190734863,16815600
12,2018-09-28,6.980000019073486,6.96999979019165,6.679999828338623,7.28000020980835,21813600
13,2018-10-01,6.599999904632568,7.059999942779541,6.599999904632568,7.079999923706055,16429100
14,2018-10-02,5.929999828338623,6.599999904632568,5.869999885559082,6.599999904632568,19440000
15,2018-10-03,6.300000190734863,6.119999885559082,6.119999885559082,6.550000190734863,13251200
16,2018-10-04,6.25,6.190000057220459,6.0,6.25,11896600
17,2018-10-05,6.260000228881836,6.199999809265137,6.03000020980835,6.289999961853027,8378300
18,2018-10-08,6.039999961853027,6.070000171661377,5.949999809265137,6.179999828338623,11508800
19,2018-10-09,7.389999866485596,6.190000057220459,6.099999904632568,7.400000095367432,38464400
20,2018-10-10,7.75,8.100000381469727,7.389999866485596,8.350000381469727,74971100
21,2018-10-11,7.179999828338623,7.440000057220459,6.920000076293945,7.550000190734863,22730000
22,2018-10-12,7.460000038146973,7.460000038146973,7.28000020980835,7.75,14545400
23,2018-10-15,7.820000171661377,7.860000133514404,7.699999809265137,8.300000190734863,26781700
24,2018-10-16,8.039999961853027,8.0600004196167,7.829999923706055,8.199999809265137,17490500
25,2018-10-17,7.769999980926514,8.119999885559082,7.730000019073486,8.15999984741211,11705300
26,2018-10-18,7.5,7.599999904632568,7.260000228881836,7.670000076293945,11906000
27,2018-10-19,7.320000171661377,7.590000152587891,7.21999979019165,7.75,7336200
